State_x,County_x,Obesity_Rate,FIPS,fast_food_density
WI,Door,37.2,55029,0.968123615
WI,Marinette,41.3,55075,0.670607507
WI,Monroe,38.7,55081,0.407882869
WY,Sheridan,31.6,56033,0.680426419
WI,Columbia,38.7,55021,0.554900467
WI,Burnett,43.1,55013,0.38567847
WI,Walworth,33.3,55127,0.71186018
WI,Lincoln,40.3,55069,0.652978301
WI,Waushara,41.8,55137,0.369974524
WI,Wood,40.9,55141,0.592612982
WY,Big Horn,34.7,56003,0.345572352
WI,Eau Claire,35.8,55035,0.788523674
WY,Uinta,35.5,56041,0.69255501
WI,Marathon,35.9,55073,0.553125918
WI,Oneida,38.5,55085,0.615367413
WI,Dodge,40.5,55027,0.412201166
WI,Vernon,40.4,55123,0.291630208
WI,Chippewa,40.0,55017,0.525201976
WY,Sweetwater,36.3,56037,0.60928458
WI,Douglas,40.4,55031,0.549173951
